text,label
"oh pantesan di kota kota lainnya di Indonesia BANYAK ANTRIAN MINYAK GORENG karena belum berstandar Internasional , mudah2an di IKN gak ada antrian minyak goreng ..",negative
"Ya Allah yang mengenggam segala kekuatan dan yang membolak balikkan hati, palingkanlah semua investor IKN dan beri kami kekuaatan unt mll masa2 ini",negative
"Tujuan kegiatan itu untuk meyakinkan investor bahwa seluruh pejabat daerah mendukung program IKN, dan setiap lini masyarakat siap untuk ikutan urunan bayar utang. Tau sendiri, Jepang udah batal jadi investor.
Pdahal penyebab perginya investor karena melihat eksistensi mafia IKN",negative
Keren Pak Presiden idenya dari Camp Davidnya George Bush dan Goerge Walter Bush Presiden US Berkemah nuansa alam bahas IKN infrastruktur ada Pak Basuki bang jago infrastruktur ada Bang Eric Tohir pendanaan dan sumber daya serta Pak Airlangga soal migas yg potensial di IKN,negative
"Bilangin sama warga kawasan IKN ,,yg membela kamu sdh di penjara ..skrg rasain !!!",negative
"Resah dicap kadrun dan intoleran Kalau saya Tweet, ""Ritual yg akan diadakan untuk IKN itu tidak sejalan dg syariat, kenapa tidak istighosah-an berdoa bersama aja sih""",negative
"Semoga setelah utang lunas semua, rakyat sejahtera dan kemiskinan mendekati nol. #IKN baru kita fikirkan buat dibangunnya",negative
"Gub Anies membawa tanah ke IKN dr Kpng Aquarium yg pernah digusur Ahok. Ini niat busuk & nyindir IKN & Pres RI. Gub2 yg lain membawa tanah dan air ke IKN yg benar2 mewakili daerahnya masing2, dg itikad baik & mulia. Tapi yg ini, hatinya penuh benci & dengki.",negative
"Saya juga menolak IKN
Mukidi tukang kibul...",negative
Siapa juga yg mau ikut ke IKN..ayoo jujur ajalahhh,negative
Berau kaltim ( Kalimantan penghasil cpo ) Ibu rumah tangga meninggal antre Migor  santai2 aja ritual dg kepala daerah bawa air n tanah. Kembali majapahit jadi paham ikn nama Nusantara,negative
"omnibus law, ikn & uu kpk aja bisa dikebut pengerjaannya

amarah, ketakutan & sentimen negatif publik soal amandemen konstitusi itu jadi hal yang sangat lumrah",negative
"Hati hati nanti utangnya gak dibayarkan Lo.
Jangan kasih Pak. Biar aja IKN jadi tempat kemah abadi..",negative
Nunggu wangsit dari berkemah di IKN,negative
kalau mau investasi di IKN silakan tpi menurut sy jangan minta macam2 apalagi sbg dewan pengarah malahan buat recoh saja nantinya,negative
"Sama2 dijakarta tukin beda, msh ada ketimpangan ekonomi,.
Duit buat bangun IKN mending buat naikin tukin umbi jelata.",negative
"Proyeknya sih keren2, jalan tol dimana2, kereta cepat, IKN... tapi ngurus minyak goreng babak belur",negative
Artinya 34 Provinsi SE Indonesia harus RELA sumber kekayaannya baik yg ada di BUMI mau pun di AIR untuk di KURAS demi PROYEK IKN.,negative
"Keren lah ini, gimana klo ikn pake tenda aja. Hemat budget pastinya",negative
"Nanti jadi musium terbaik,klw jd musium terbaik nantinya yg ide serta yg mengeksekusi/melaksanakan IKN menjadi penghuni musium tsb.",negative
"Wow akun buzzer gess padahal pemerintahan nya aja gak jelas perparah hutang,sok Sokan mau bikin IKN baru wkwkkwkw ini yang disebut maju?",negative
"Rakyat antri migor, miskin tambah banyak, harga2 naik, bbm naik, ekonomi merosot, tiap hari kacau dimana mana. Yg ini mau camping lah, IKN baru lah, bawa Tanah & air lah, habis2in sembarangan seolah orang kaya, padahal pengemis minta2 utang sama Jepang, Arab dls.",negative
"Pak presiden kan lagi kemah di IKN Nusantara nih, ada acara renungan malam/jurit malamnya gak ya?

""Coba bayang kan, seorang ibu MATI saat mengantri.
Keluarganya bukan hanya tak memiliki minyak yang langka, tapi si ibu kembali pulang, hanya raga tanpa NYAWA.""",negative
Mungkin duluan ente pindah dari mentri daripada IKN selesai,negative
Gak usah dibangun ini IKN. Ini akan membuat bangkrutnya Indonesia Yg ekonominya sudah goyang.,negative
ikn pake duit wahabi,negative
"Bentar lagi  juga pensiun dini ga bakal jadi IKN ,",negative
"padahal bawa tanah ke IKN sama kleniknya dengan acara wisuda. pake baju item kegedean. pake topi lucu yg ada talinya. sama rektor talinya dipindahin dan ""huala"" kita jadi sarjana",negative
Lucu lama lama WALHI bilang aj ga setuju IKN pindah. Tanah dan air taruh di kendi salah taruh di gentong jg salah memang harusnya di taruh di lubang kubur kalian WALHI. Biar aku tambah sama tanah comberan.,negative
Artinya harus jadi presiden seumur hidup agar program pembangunan IKN bisa berhasil.,negative
"Algoritma,,,metaverse,,,bigdata,,eh ujungnya kendi buat ritual di IKN",negative
"Ngawur !!! Nusantara kok hanya jadi satu daerah kecil yang namanya IKN. Daripada suruh bawa tanah, mendingan suruh mikirin bagaimana caranya minyak goreng nggak langka, BBM diturunkan lagi.",negative
"Tenda murah 1,8 keliatan banget ngk eksklusif budget minim bangun ikn, beli naturhike wormhole lah",negative
"1 wacana ikn perusahaan proyek jebol. 
2 semakin banyak jabatan 
3 aman selalu 
4 jdi penasehat tp seorang raja.",negative
"Macam pejabat Indonesia sdh defisit org yg bisa berpikir. Tanah dan air dibawa ke IKN. Buat apa?

Mending satu propinsi diberikan space lokasi sekian ratus atau ribu meter persegi, ditanami tanaman khas propinsi.

Macam proyek IKN itu hanya tempat buat permainan biar gaduh saja.",negative
"Warga Kalimantan Timur, sadarlah, dana IKN masih dicarikan utangannya.",negative
"Ga apa2 kalau nyasarnya di titik nol IKN yg lagi pada kemah..
tapi semoga masyarakat Kalimantan sekitarnya gak kena..",negative
"Akhirul kalam ""...mungkin Saya sdh Kena stroke Ketika IKN selesai! """,negative
"Kemaren buang budget gak jelas urusan ritual. Hari ini rakyat dicekik harga minyak goreng 47.900/2 ltr. Edaaaan !!
#IKN_RampasHakRakyat",negative
"Waktu pelantikan presiden ritual ya dukun ki Sabdo bakar kemenyan, di IKN ritual lagi,ap artinya di sumpah dngn Alquran atas nama Allah, klu ritual trus mengundang para ghoib",negative
Wakwawww udah dapet jatah iming2 tanah buat NU di IKN sayangkan KLO pak Joko keburu lengser,negative
Di IKN juga langka minyak goreng.,negative
"Kok ya lucu ya?? Terlihat btl ambisi nya kuat,,tp kerja nya ga bisa,  jauh btl antara ikn sama jkt,,",negative
Lagi mikirin gimana caranya dapet duit buat bangun IKN,negative
"Muke nye aje kaga meyakinkan tuchhh!!!

Ngutang buat ngegaji penjilat2 + bayar bunga utang. Terus kerjanya buang2 uang mulu, mulai dari pencitraan, ngebazer, sampe lobih lobih! Gegayaan pula bikin IKN!",negative
"Pemilu itu hak rakyat, malah mau ditunda.
.
IKN itu bukan hak rakyat, kok malah memaksa pindah.
.
Otak waras mu pakai 
@mohmahfudmd",negative
"Jaminan bahwa proyek IKN terus berlanjutlah yg jadi pertanyaan besar!? 

Walo sudah diupayakan dan disetting agar sang penerus yg sudah disiapkan bisa bekerja sama dgn konco dibalik layarnya!

Tapi survey dan data Softbank berkata lain!",negative
wkwkwk ngemplang...Hutang hampir 7000 triliun baru ngemplang..apalagi JHT buat IKN tambah mau ngutang lagi.. gajah ga keliatan tp ga ada kutu dibilang kutu..,negative
Tpi zaman Rasulullah ga harus ngebangun kota dengan dana ratusan  Triliun Apalagi ngerusak lahan hutan. Dan belom urgent bgt buat pindah jga sih kalo ikn,negative
"Berita IKN kurang menarik, lebih menarik membaca rakyat yg hrs antri migor, arogansi moge di jalanan, balita kurang gizi, usaha menunda pemilu, logo halal dan berita2 lain yg terkait rakyat kecil....",negative
"... ambisi legacy boyong  IKN kejar tayang walau tampak manifestasi ngeyel...... 
cc 
@emilsalim2010",negative
"Rezim sekarang mah ga mikirin  gituan, yg diurus mereka skrg IKN & Mandalika. Kl dah deket2 pemilu baru tuh gerombolan srigala ganti bulunya pake domba, teriak2 bela rakyat. Awas, hati2 !,  jgn sampai tertipu buat kesekian kalinya",negative
"Good Nul...
Berbeda dengan program IKN yang tetap jalan, 

Pemenuhan minyak goreng untuk konsumsi rakyat masih ngos2an...

Tidurmu terlalu miring Nul, jadi air liurmu ngalir kemana2...

Bacin...",negative
"Halah ujung2nya kaya Bambu, dipermasalahin gak tau nya pernah dipake juga di acara kenegaraan di Bali, Aibon gak tau nya baru pengajuan, sumur resapan gak tau nya dicontoh juga sama Solo+buat IKN, skrg recehan kek gitu lagi…tau bsk apaan lagi, kalo kapok bukan CEBONG namanya",negative
"Mudah2 an 
@KingSalman
 ikutan batal inves IKN",negative
"Tugas pertama Kepala IKN: mencari dana
Selama melaksanakan tugas wajib berkemah di IKN
Awokwokwokowi",negative
"Ada korelasinya gak sih, antara kelangkaan migor, pupuk di gresik, dng ngebetnya pemerintah tunda pemilu dan segera pindah IKN?",negative
"Padahal didalamnya banyak berita terkait keresahan masyarakat seperti kelangkaan minyak goreng, kenaikan harga gandum dunia dst, tapi 
@hariankompas
 milih headline Gerakan Sastra. Kalau terkait bagusnya IKN sdh bbrp kali jadi headline.",negative
"KENDIL... & .... KENDI... 

Jangan dianggap Biasa.. 

Itulah.... Simbolisasi.... 

Fee... &.... Komisi.. 

Dari Berbagai... Kepentingan.. 
Proyek IKN.. 
Hutan Beton di Kalimantan.. 

Konglomerasi yg Atur.. Bagi bagi.. 

Xixixixi xixixixi",negative
"makanya softbank kabur...
ternyata di ikn jadi pasar daging....
serem katanya",negative
mau jd bagian dari ikn masa banjiran xixi,negative
"Jokowi geram ada WA TNI bahas tolak IKN.

Apakah juga Jokowi geram ada menteri bahas tunda Pemilu 2024 ?

Pemilu sudah final 14 Pebruari 2024 !!!",negative
"Pemilu lanjut.
Ikn tunda dulu.",negative
Minyak goreng aja susuh pakai mikirin ikn.,negative
"Pa anis yg terhormat, bapak kl di libatkan di dalam proses IKN, saya yakin bapa tdk mngkn keluarkan pendapat ini",negative
Pemimpin ini kerjanya bkn mikirin rakyatnya yg lagi kesusahan dng masalah sembako dan migor dll...malah ngurus sirkuit mandalika dan IKN...,negative
Tunda sampai ada 2 IKN,negative
Kota standar internasional.. Eh ada lho bandara standar internasional ujung2nya juga sepi.. Akankah brnasib sm dgn ikn? Mendong urus migor n bahan pokok dl deh pakk.. Urgen ini.. Pendukunge sampean pisan yo kena imbas lho pak.. GaK kasian?,negative
Nanti kalau jadi namanya bukan IKN tapi Ibu kota kendi,negative
"Dulu waktu kuliah ada camping pelantikan anggota himpunan mahasiswa baru. Mereka juga camping untuk melantik ketua IKN dan wakilnya yang dari Sinarmas Group itu.. 
Ada sumber dana dari pemerintah pusat dan daerah sesuai anggaran acara dan satu lagi tentunya dari pengusaha.",negative
Yaudah saya putuskan proyek IKN dibatalkan demi menyelamatkan ekonomi nasional. Iku nek coyo,negative
"Dibilang bego marah

#IKN_RampasHakRakyat 
#IKN_RampasHakRakyat",negative
"IKN bakalan jadi candi seperti hambalang, liat aja!",negative
Kalau hentikan ikn ga bisa pa RR itukan buat kepentingan oligarki kalo rakyat biarin aja susah.,negative
"Di group emak² di RT cuman ributin masalah langkanya migor, ga ada yang bahas IKN. Katanya ga penting² amat..",negative
Bisa jadi kumpulan org yg tdk suka dengan pemindahan IKN pemasukan bisnisnya berkurang n biaya utk berdemo sangat mahal,negative
"Dalam sambutannya selesai proses penyatuan tanah dan air, Jokowi menyebut proses pembangunan IKN segera dimulai. Ke-34 kepala daerah itu membawa tanah dan air dari daerah masing-masing, yang kemudian diserahkan kepada Jokowi dan disatukan dalam kendi Nusantara.",negative
"Mending ta bawa tanah kampung Akuarium daripada tanah dari Tanah kusir, ntar di IKN jadi serem dong mbong..!!",negative
Mau sibuk urus IKN Atau minyak goreng,negative
Coba kasih ke yang di Jakarta..pasti di buat IKN dp 0%,negative
"Kan emg itu sekenarionya bang, utang dibanyakin, kebutuhan pokok dilankain n dimahalin, pandemi dipanjang2in dan itu mereka merangkainya jd keadaan darurat udh kebaca. Tp disisi lain maksain mo bangun IKN, kan aneh",negative
"Kq pada mundur berinvestasi di IKN, lbh parah dr hambalang nih",negative
"Sama IKN juga pak 
Mgp terburu2 ? Utk awalan ide dr pres skr, ok. Tp biar nanti yg melaksanakan pres yg di masa depan.
Blm tll urgent dan krusial utk dikondisi skr ini.",negative
Yang ditolak itu 3 periode tapi penundaan pemilu atas inisiasi siapa  mungkinkah dia sendiri hingga IKN sukses terealisasi dan utang pun nambah,negative
Kata orang yang ambisi dulang cuan dari IKN gagal kalau tidak 3 periode,negative
"Teeetttt... lagu dewa 19 ( kosong )
Bearti bener kemaren judul judul nya ""TITIK NOL IKN""",negative
"Siap people power ! Bisa2 IKN juga bubar, silahkan pak Jokowi tunda pemilu dan memperpanjang jabatannya ! Kita lihat apa yg terjadi. Mereka yg punya ide seperti itu adalah penjahat konstitusi, wajib di lawan !!",negative
"kenapa Prabowo Subianto menyetujui proyek IKN?

 Ada dugaan kepentingan yang menguntungkan sang Menhan melalui posisi adiknya.

Di Lokasi IKN baru, ternyata ada nama Hasyim Joyohadikusumo (Adik Prabowo Subianto) dan Sukanto",negative
IKN yg tak kongkrit,negative
"Miris juga melihat antrian minyak goreng yang masih terjadi di negeri kita. Mudah-mudahan hal ini bisa jadi prioritas penanganan bagi pemerintah agar kehidupan masyarakat tdk terganggu.

Urusan lainnya yang tdk terlalu urgent bisa menunggu, termasuk urusan penundaan pemilu & IKN.",negative
Proyek IKN akan bernasib sama.,negative
"Prajurit bela rakyat = Radikal.
Tolak IKN baru = Radikal
KKB papua = Sahabat.",negative
"IKN apa kabar
Pemilu piye
Tiga pede ogah",negative
"Kaya ujung berung, dulu sepi .. sekarang sepi...pikir mu  
Dimana2 ada IKN, terbuka lapangan kerja, orang pasti kumpul",negative
"Itu IKN sdh ditetapkan blm ada amdalnya,lu idup di goa tong??",negative
"Biar kalu suatu saat IKN jadi tidak banjir, air hujannya masuk kendi",negative
IKN : Ikatan Klenik Nusantara ?,negative
Saya persilahkan Kadrun ngecap Anies Syirik dan Kafir karena ikut ritual IKN.,negative
IKN di tunda penting pemilu,negative
"Maksa banget bikin proyek ikn sampe cari utangan sana sini,kalo gak punya uang gak ush maksa,emang utk siapa proyek ikn ini?apa untungnya proyek ikn ini utk rakyat?",negative
"Ya loe komen di paling atas dong..

Yg gw lagi bahas adalah penunjukan seorang pejabat yg merupakan bagaian dr korporasi besar, dr awal proyek IKN ini mendapat banyak sorotan, apakah hanya utk kepentingan pemerintah semata, atau memang ada kepentingan2 pihak korporasi.",negative
kalo kelamaan di IKN roh bisa langsung pindah ke Metaverse.,negative
Pemerintah lagi nyari modal u bangun IKN Krn sudah bingung donatur mundur setelah tau proyek IKN banyak masalah,negative
Target bukan mensejahterakan rakyat yg ada proyek ambisius IKN yg digeber...,negative
"cukup kirim zoom link, ato google meet..dah bisa ngrumpi tanpa harus bawa2 kendaraan ke ikn...wadul pisan deh rejim koplok ini....",negative
"Manfaatnya Buat Rakyat apa pak ceremony kemah di tanah IKN, beresin dlu masalah Migor. Kalau nanti acaranya Berbau Kemusrikan tinggal Tunggu saja akan Jauh bangsa ini dari Baldhotun Thoyyibatun warobburghofuur.",negative
"SoftBank sdh banyak makan garam dunia investasi dunia, sudah sering pula alami kerugian..

Jd sangat Logis jika akhirnya membatalkan join IKN Project. 
Mungkin Mereka sdh dapat highlights akan efek domino dari social & political conflict negeri ini terkait project IKN.",negative
"Mana habib kribo..katanya orang arab gk berbudaya,kalo gak ada ka'bah gk ada apa2 nya..itu kok pak pak luhut minta arab tuk investasi di IKN..",negative
"Sinetron ""TERLANJUR"" (Proyek IKN udh Jalan)",negative
"Bagaimana mungkin pembiayaan IKN dari pihak swasta?

Ini masalah negara...",negative
Wah apa para cebi ga khawatir nanti IKN terkontaminasi budaya Arab? Wajib ditolak nih harusnya.,negative
"@CrbSira
  ahoker satu ini lg nyoba menhivur diri dg  playing victim... skrg makin terpuruk aja setelah gagal jadi kepala IKN.",negative
Dibegoin dukun suruh nginep di ikn ho oh saja,negative
"Ngambek setelah SoftBank Japan mundur membiayai IKN $100M, ancur hati doi kalau IKN nggak jadi",negative
kalo cuma untuk bangun IKN .... #Ogah.,negative
"Jangan mau , IKN proyek ngibul",negative
Spertinya akan meniru GILITRAWANGAN ini Ikn,negative
Moga ada keajaiban di Indonesia. IKN batal. Amin,negative
masih belum masuk apa urgensinya ini IKN,negative
"Kadang2 bingung liatnya..elite mikirnya kemana , rakyat mikirnya kemana..elite mikirin IKN, penundaan pemilu, perpnjng jbatan, rakyat mikirin gimana dapt migor murah, dana bansos dikorup, tukg tempe susah cari kedele, dana JHT gk bisa diambil, susah karena pndemi",negative
"Buat IKN saja blum tau uangnya darimana?
Janji yg dulu sj gk dipenuhi,
Udah janji lagi",negative
ingat kasus kebakaran hutan...suntikkan milyaran es dogger...IKN. Sungguh KPK tak berguna !,negative
"Di tengah carut marut kelangkaan migor & pemindahan IKN yg sarat dgn KKN, untunglah msh ada berita yg menyejukkan seperti ini. Jakarta bagaikan oase di tengah kekisruhan negara yg salah urus ini. Maju terus Pemprov 
@DKIJakarta
 & Gubernur 
@aniesbaswedan",negative
"Jauh kali mikirin ikn, minyak goreng aja gak becus urus..",negative
"IKN ntu ending nya lebih tragis lagi dari Hambalang cuk, waktu akan menjawab.",negative
"Sudah mulai setuju dgn IKN beda dgn sebwlm nya ,ada apa?",negative
"Presiden matanya sedang buta,, liat kelangkaan minyak goreng,, matanya sedang buta liat ibu ibu sedang antri ... Pikirannya sedang bermasalah isu penundaan pemilu d biarkan (76 T) di atur UUD yg kepentingan nya buat bangsa, IKN (400 T) diutamakan,pmrnth sdg sakit.",negative
IKN terlalu di paksakan jadi bingun nyari dana dmn*,negative
"Parade IKN dimulai malam ini..

Ikatan Kolor (ijo) Nongol",negative
"Mau nambah 3 periode karena IKN ga mungkin jadi sebelum 2024, yang menjilat 3 periode karena ada yang di janjikan di proyek IKN, sampah",negative
"Suka tidak Suka,
sukses tidak sukses programnya,
selesai tidak selesai proyeknya

time is over,

Pemilu jangan di tunda,

klo bisa, percépat smua proyek yang belum selesai,

percepat penyelesaian IKN,

itupun klo bisa,

sesuai konstitusi, pemilu diadakan 5 tahun sekali.",negative
Azab Allah sudah mulai datang...cara cara klenik yg di lakukan para gubernur di kota khayalan IKN akan menimbulkan musibah yg mengerikan. Negara ini akan semakin terpuruk. Dia berpikir tdk perlu minta pada Allah....,negative
"Sy lihat di berira bahwa pemilu 2024  besar kemungkinan di tunda. 

Dan sayapun berpikir, apakah penundaan ini berkaitan dgn 
*IKN harus di amankan hingga terbentuk dgn sempurna* Dan masih banyaknya infrastruktur yg mangkrak,atau ada kekuatiran kerja rezim byk yg belum aman-",negative
"Ikn apa kabar, udah dapet belom dana nya, safari ke Arab",negative
"Kayakx satu persatu akan mundur prof
Kan lumayang dah bisa nginap semalam d IKN jdkan sejarah nanti kita pernah loh punya presiden nginap d hutan IKN",negative
"Lebih menggelikan kereta cepat yang katanya tidak akan pakai APBN, eh sekarang pake APBN dan makim bengkak lagi.

Lebih menggelikan lagi ngotot IKN tapi gak ada dana.",negative
"Masih percaya begituan, apa gak sekalian Bandung Bondowoso dan Roro Jonggrang dipanggil, biar IKN dlm semalam jadi ky Candi Sewu, dasar aliran Nusantara...",negative
Harga minyak goreng melambung tinggi setelah Presiden kemping di IKN..,negative
Mari kita bermohon kepada Allah agar saat kemah di titik nol calon IKN ditumpahkan hujan dahsyat agar kemusyrikan dikalahkan.,negative
"Rusak…rusak…
Simbolisasi tdk logic & terkesan pemaksaan mimpi IKN baru. 

Bawa menyan, kain hitam, ayam hitam & mantera2 msg2 propinsi jg nih",negative
"Yang sudah janji mau investasi di IKN. Dipastikan akan mundur. Setelah SoftBank Mundur. Mereka pasti akan bertanya tanya kenapa SoftBank Mundur.
Siapa yg mau menjamin investasi mereka di IKN akan untung.
Karna di indonesia. Ganti penguasa. Ganti kebijakan.

IKN PROJEK NAFSU CUAN",negative
Mungkin IKN adalah kendaraan buat angkut rombongan 3 periode Pak Riz,negative
"Masi banyak proyek bos pesanan harus selesai tepat waktu, sudah di pastikan IKN dan kereta cepat pasti mangrak ketika berganti kepemimpinan karna dananya tidak masuk akal",negative
Pangan naik trus kok pemerintah pusat fokus ke mandalika sama IKN?? Mana otakmu BUNG,negative
Terjemahan: Proyek IKN tidak punya studi kelayakan yg sesuai.,negative
Waduh...bahaya ni..takut nyasar rudal nya..tar ke IKN nyasar..,negative
"Ini gara² Ndoro salah ambil air waktu ritual IKN kemarin, alam murka....",negative
Sayang sekali hutan yang begitu luas akan dibabat habis untuk IKN.,negative
"Undang uncle Putin saja, utk invest di IKN dgn teknologi Nuklirnya!",negative
"Tapi sepi disana, kalo nggak di titik nol ikn yang baru kemren pak jokowi camping disana",negative
"2017 batalkan reklamasi, 2024 batalkan ikn",negative
"Memangnya mau diapakam Mazdjo kok dikirim ke Dayak, diakan hanya tak setuju IKN di Kalimantan, tapi kalo dia keturunan monyet (maaf) boleh kirim pasti ada yg mau makannya.",negative
"Ga ada, fokus IKN wwkwk",negative
IKN butuh revolusi mental yang masih sebatas angan² itu.,negative
"Yg mau pemilu ditunda, bisa  pindah rame2 ke IKN, disana lahanya katanya masih luas, & butuh presiden juga kan...?",negative
Egonya tinggi banget siapa sih sutradara dibalik ikn,negative
"Itu yg ngotot buat bangun IKN, yg jelas2 gak ada dana...
Suruh Jual ginjal mereka...buat biayanya !",negative
"Minyak goreng langka
BBM naik
Softbank hengkang dari IKN",negative
Mayan buat nambah2in bikin ikn baru.,negative
#GA USAH KASIH UMPAN IKN GA PENTING BUKAN SAATNYA KALIAN TURUTI MEREKA KALIAN LIHAT RAKYAT SENGSARA DARI HASIL KEBODOHAN KALIAN,negative
1 kalimat TIDAK ADA URGENSINYA KEMPING DIAREA IKN..NORAK,negative
"Setelah diumumkan penguasa IKN

Minyak gorengpun akan normal dipasaran",negative
Semoga IKN nanti g ghoib juga ya bu dokter,negative
"rakyat sibuk antri minyak goreng sampe ada yg meninggal, yg diurusin IKN.. crdas kali",negative
"Mau pindah IKn tapi ngurus minyak aja gak becus
#turunkanjokowi 
#makzulkanJokowi 
#pdipbiangkerokperusak",negative
Coba tokoh Dayak tanya langsung sama yang mau camping di IKN… tanya kenapa oh kenapa yg dipilih bukan putra daerah? Tapi jgn smp kasih norek setelah nanya ya..,negative
"Kalo IKN dibangun di Jawa nanti teriak Jawasentris, tapi begitu dibangun diluar Jawa, dibilang Jawanisasi...

Orang2 ini memang udah pada gila...",negative
"oo alah, 
Jepang pula mo di gertak malah makin tenggelam itu IKN.
ini akibat kebiasan mengertak rakyat +62, skrang di coba ke Jepang..",negative
"Investor yg mikir ya pasti mundur mereka mungkin tahu desakan rakyat yg ga setuju ikn lanjut, hanya saja pemangku negeri wakanda saja yg ga bisa mikir alias planga plongo thok",negative
"BELOM LAGI, EKOSISTEM DI INDONESIA INI TUH LEBIH KOMPLEKS

Gw cringe sendiri dah ngeliat desain IKN nya yg penuh dgn taneman dan sungainya dibikin beraliran deras dan jernih

KETAUAN BGT YG DESAIN KAGA PAHAM KONDISI IKLIM TROPIS DAN TERUTAMA KALIMANTAN
Aer di sana tu coklat, bro",negative
"Semoga anda bukan Muslim, saking sentimennya anda pada Arab sampai logo halalpun dipermasalakan, apa anda tdk dengar berita LBP ke Arab mohon investasi unk IKN, LBP itu non muslim lho masih diterima dng sopan sama bangsa Arab. Dasar bazerpnya Jokowi suka posting berita yng rusuh""",negative
"Ibu sedih ya bu kebun sawit terluas tapi minyak goreng langka , sebenarnya ada apa sih di Indonesia ini? Fenomena minyak goreng langka ,pemerintah semangat membangun IKN tapi perekonomian tidak stabil",negative
Apakah rakyat yang tanggung utangnya? Apa urgensinya ikn tsb?,negative
