text,label
Si Jaeee jg mikirin kok bro..mikirin IKN sm perpanjang jabatan,neutral
Kemah di IKN kemarin yah..,neutral
"Iya kalo lapar,..kalo buat nyumbang IKN??",neutral
"Terkait masalah minyak goreng, Pramono Anung menyatakan Kepala Negara juga akan segera mengadakan rapat bersama jajarannya selepas acara di Ibu Kota Negara (IKN) Nusantara.",neutral
Cintaku bersemi di IKN,neutral
Pastor atau Uskup yg foto bersama bapak Jokowi di lokasi IKN Nusantara ini ya,neutral
"Mengetahui tenda Ketua MPR RI Bambang Soesatyo tak berada jauh dari tendanya, Presiden Jokowi menghampiri tenda Ketua MPR RI. Keduanya melakukan perbincangan ringan hingga satu persatu menteri yang ikut bermalam di IKN pun keluar dari tendanya masing-masing.",neutral
"Nama IKN, ritual IKN, Logo halal, ketua otorita IKN,,,,,,",neutral
Gimana semalam di IKN?,neutral
IKN sudah :),neutral
"Disiapkan puluhan  
Yg diisi bbrp  saja

Gambaran masa depan IKN",neutral
Kemping sama ayang di IKN ya ?,neutral
IKN pindah Madura lebih di tengah,neutral
Sepertinya yg dibahas bukan tentang perkemahan di IKN,neutral
"Dengan Romo , di IKN itu mba?",neutral
Ya ampun entah aq kemana aja. Aq baru engeh kalo IKN itu Ibu Kota Nusantara,neutral
"Siapa orang pertama yang usul ke Jokowi ""Pak Presiden, gimana kita camping aja di Titik Nol IKN"" ???",neutral
Lagi nunggu foto api unggun dr yg lg camping di IKN,neutral
"Pak Jokowi, sudah masak indomi????
((sdh lewat tengah malam di area kemping ikn keknya))",neutral
lah terus ngapain dibawa tweetnya? tweetnya si bayu ada kaitannya kah sama tweet saya? apa tweet saya bahas ikn?,neutral
"Selain burung, di IKN ada banteng gak pak...?",neutral
Kok ga di IKN ya..?,neutral
"Mau tanya,  mengenai pengurusan surat² tanah dan mendirikan kantor di IKN apa mengunakan kartu BPJS ya",neutral
kepo koordinat titik nol IKN dimana ya?,neutral
"Ketemu kita, biar kita kapling terus dan usir mereka semua ke IKN.",neutral
Airnya diangkut seluruh gubrnur ke IKN,neutral
"Simbol itu menarik; diharapkan menyatukan, namun gerak langkah pembangunan IKN bisa saja berbeda.",neutral
"Enam gubernur absen ikut ritual kendi yang digelar jokowi di IKN

Gubernur Bali, Papua, Banten, Gorontalo, Kepulauan Bangka Belitung dan Kalimantan Tengah 

Mereka absen karena alasan kesehatan.",neutral
"Dengar "" habis acara pemujaan setan yg di adakan 
@jokowi
 di tanah titik nol IKN ada gubernur yg pingsang..",neutral
"jika dari hasil minyak bumi bangun IKN,  
tetesan minyak dari berbagai lokasi oil field di kumpulin di IKN bukan kumpulan air dari sumur air",neutral
Bawalah tanah dan air yg bermasalah ke IKN.,neutral
"Hahaha,
Lagi sibuk buat proposal infrastruktur di ikn",neutral
Ini IKN termasuk janji capres pas nyalon kah ?,neutral
IKN pindah ke bdg yaa,neutral
"Sy bukannya tidak setuju dg IKN,kalo ekonomi Indonesia bagus n rakyat udah d sejahterakan n d makmurkan n daya beli terjangkau silahkan bikin IKN  yg terpenting uangnya ada kalopun dari hutang negara Indonesia bisa melunasi tapi tidak membebani rakyat ...",neutral
IKN apa dah?,neutral
"bawa pakai truk ke IKN ?

jika naik pesawat , cukup segenggam tangan  pasir dari ancol utk IKN",neutral
Warga Semarang kalau pindah IKN apa boleh pak,neutral
"Masih percaya ga percaya, tempat lahir yang aku anggap sebagai daerah terpencil dan rasanya kaya antah berantah malah jadi tetangga dekat IKN  kaya kok bisa?",neutral
Ikn ceweknya cantik cantik mar,neutral
Yang pasti bukan di IKN pak,neutral
Berarti menyetujui ikn jalan ya... :),neutral
Titik 0 IKN nanti ada skuter listriknya,neutral
"KALO ""DIUNDANG"" PRESIDEN JOKOWI KE IKN NUSANTARA, DIA ""ABSEN"".TAPI KALO KE MARINA BAY SAND SINGAPURA, ""BIJIMANE"" ?.",neutral
Ini cuma buat ngetes aja siapa gubernur yang setuju ga setuju ikn.,neutral
"Setuju dgn pemindahan IKN. 
Timing is Important
Namun hrs dikaji dgn dgn komprehensif.
1). Dalam kondisi keuangan negara yg sulit ini, apkh MENDESAK hrs dilakukan pemindahan IKN?
2) 
@KeretaCepatID
, apkh MENDESAK? 
Sisi lain, tol, KA regular Jkt-Bdg tersedia.
@SoftBank
 @masason",neutral
"lah Penajam itu kan IKN Indonesia, kok malah balik lagi ke Jakarta ?",neutral
"Salfok sama pak Bas jadi photographer di acara kendi Nusantara IKN. 
@KemenPU",neutral
"Ada yang tahu biayanya kemah disana? Mulai berangkat dari istana, naik pesawat, dijemput dibandara, persiapan kemah, konsumsi, presiden dan rombongan berikut pasukan pengamanan, biaya perlengkapan, dan fasilitas sarana dan prasarana disana. Serta biaya pulang dari ikn.",neutral
mau kemah di ikn yank,neutral
Tp kan ga ngaruh dgn bangun konstruksi di IKN?,neutral
di IKN nanti bakalan ada warkop sama tukang mainan depan esde ga ya,neutral
Mutih.... Buat IKN....,neutral
Jika di sita negara maka kita harus memakluminya. SoftBank sudah mundur dari pembangunan IKN.  Ada baiknya uang sitaan tersebut digunakan membangun IKN.,neutral
"IKN ""ibu Kota Nusantara "" ya,,, berarti Ibukota Indonesia tetep di DKI Jakarta kan",neutral
"Bukan soal kemahannya tpi ad urgensi kenegaraan yg musti di putuskan melalui pertemuan di hutan... gak logis kan klo cmn dtg bawa tanah air masing, mkn tidur ngopi nyalain api unggung bru pulang, tpi adalah poin urgensi kenegaraan yg akan di tentukan dsana selain IKN",neutral
"Itu Yang Harus Diwujudkan,

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",neutral
Kemah di IKN lebih penting2 ya.,neutral
Banyak yg tegur anies karena bawa tanah utk ikn... tp kok engak ada yg tegur orang yg nyuruh bawa tanah nya ya?? Serius nanya nih,neutral
"Coba list kehadiran gubernur se indonesai diposthing biar kelihatan apakh IKN mmg disupport atau tidak, kasihankan sdh gembor2 dr investor ditinggal eh dr intern pemerintahan ga ada yg support jgn smp seperti kecebong Kereta Cepat Boong",neutral
Tanah dan airnya laku dibawak ke IKN,neutral
"Betul sekali apa yg dikatakan Gub Anies. Tapi, apakah rakyat yg terpinggirkan di Jkt sdh dilayani dg semestinya? Pasti belum. Nyindir IKN tapi nunjuk ke diri sendiri. Kasian rakyat Jkt.",neutral
"Bisa Jadi, Seperti Itu,

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",neutral
"knp SoftBank & bbrp perusahaan asing mengundurkan diri? Selayaknya pmrintah ngaca,pasti bnyk salah urus dlm masalah IKN ini. Mungkin saja FS X kurang baik, tdk memasukan berbagai permasalahan yg akan muncul serta tdk ada solusinya. Atau ada solusi tp baiknya menurut mrk aja.",neutral
"Bpk.Anies Baswedan cerdas, basa basi datang ke IKN dengan membawa *pesan kuat*, tanah dari kampung akuarium. Titipan salam dari warga kampung akuarium. Yg syirik itu presidennya krn beliau yg punya niat, Para Gub cuma pormalitas aja bawa tanah InsyaAllah nggak da niat utk syirik.",neutral
"Iyah, Mana Ada Investor Mau Rugi, Kan Yah?

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",neutral
"Bawa air & tanah juga?
#DemiIKNRakyatDiabaikan 
#IKN_IkatanKlenikNusantara",neutral
"Masa Sih? Daripada Ke Kalimantan

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",neutral
"Gusti ampun, lah.
#DemiIKNRakyatDiabaikan 
#IKN_IkatanKlenikNusantara",neutral
"Karena Nafsu Yang Diumbar, Sementara Akal Pikiran Sembunyi

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",neutral
"Kenapa bahasa ya di hotel, Seharus ya di lokasi IKN lah?",neutral
"Nah Itu,

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",neutral
"Kok acara sandal ? Apa maksudnya?
#DemiIKNRakyatDiabaikan 
#IKN_IkatanKlenikNusantara",neutral
"Seluruh Gubenur diajak ke Titik Nol IKN, utk orientasi thn 2024",neutral
"Pas Yang Ke Sembilan Tahun,

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",neutral
"Yah, Begitulah Adanya,

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",neutral
"Revolusi industri 4.0 melawan
#IKN_IkatanKlenikNusantara",neutral
"Nah membagongkan sekali.
#IKN_IkatanKlenikNusantara",neutral
"Betul Betul Mengherankan,

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",neutral
"Masing-masing Gubernur membawa 2 juta liter minyak goreng ke IKN untuk kemudian disebar ke seluruh Indonesia. 

Itu baru manfaat.",neutral
"Banyak yg heran liat ritual tanah air di IKN baru. Padahal dulu pernah dilakukan saat masa pergerakan. Kala itu istilahnya Van Solo begin de victory. Maka tanah dari beberapa pulau Nusantara disatukan di suatu tempat, dan didirikan tugu diatasnya, bernama Tugu Lilin Penumping.",neutral
Indonesia wae bahasa nya jol.. Ga usah sok² Inggris.. Dah makan keju skrg ya,neutral
"Memangnya kalo bawa tanah dan air kecalon IKN baru, bakal tiba-tiba langsung jadi.
Gak usah bawa dalih ""itukan cuma simbolis"".
 Tai ledig !!!.

#MerawatWaras",neutral
"Jadi inget.. dulu MEGA PROYEK ESEMKA juga diawali dg ritual beginian... hasilnya ?
Semoga MEGA PROYEK IKN ini juga bernasib serupa..",neutral
Ini gimmick gubernur-gubernur untuk memenuhi tugas bawa tanah dan air ke IKN seru juga ya,neutral
Apa urgensinya camping di titik Nol IKN? #mikir,neutral
"Emang tanah dan air di IKN sama tanaha di propinsi lain beda kali ya?? 
Mungkin bentuk dan rasanya beda, rasa air dr aceh rasa mie aceh, air dr medan rasa jeruk medan, dari padang airnya rasa rendang.",neutral
Apakah tanah yg diinjak Kusno saat jd mandor Romusha jg ikut dbawa ke IKN?,neutral
Ada bang. Paling dekat Denarhanud Rudal 002/ Bontang. Hanya berjarak 180 km dari IKN..,neutral
"Butuh tempat baru yg jauuhh bgt, dmn gaada org yg kenal sm gua sblmnya, nama panggilan baru, hidup baru. Pindah ke IKN apakah ide yg bagus??",neutral
"Instagramku penuh sama postingan adek yg meliput kedatangan gubernur se-Indonesia ke IKN 
Udah fix jadi Ibu Kota negara ya berarti :(",neutral
"Oke deal, perabotannya kite borong buat IKN ntr pi jangan dibawah pulang lagi yeee....",neutral
IKN klo hujanya tak henti2 bisa banjir dan longsor,neutral
"Masa sekelas mantan menteri ga tau, Esemka itu proyek Swasta, IKN proyek Negara",neutral
"IKN sudah keputusan bersama di 
@DPR_RI
 dan pemerintah.
Bukti sudah ada legal standingnya.

Yang gak setuju lebih baik diam dan gausah mau ikut ikutan yaa.

Sudah dipikirkan sama wakil rakyat di dewan.",neutral
IKN ngebet bgt ada apaan sih?,neutral
Gpp 33 kendi air tanah SDH disiapkan utk membangun IKN,neutral
"bud 
@budimandjatmiko
 gimana kabar silicon valley luu,masa kalah dg ikn yg langsung mulyono jd bintang iklannya ..",neutral
Yg camping nya lg pd d ikn.,neutral
"Semoga Pak 
@aniesbaswedan
 gak ikutan ritual IKN",neutral
"33 gubernur akan hadir di IKN dan membawa tanah dan air dari daerah masing². Nantinya, air dan tanah tersebut akan disatukan dalam Kendi Nusantara yang disimpan di titik nol IKN Nusantara.
Kemudian ditemani 5 gubernur Kalimantan presiden akan berkemah di titik nol IKN Nusantara.",neutral
"Udah ada pelaku perdukunan yang bikin analisa IKN baru ini tumbalnya apa?
Atau saran sebaiknya ngasih tumbal tertentu biar sakses proses pembangunannya dan awet.",neutral
"Manakah Yang Lebih Susah Mengurus IKN atau Minyak Goreng?...
Manakah Yang Lebih Gampang Mengurus IKN atau Minyak Goreng?...
Manakah Yang Lebih Cepat Mengurus IKN atau MinyakGoreng?....
#Bingung Menjawab",neutral
"Masing-masing Gubernur oleh pihak istana diminta membawa tanah dan air ke titik nol lokasi IKN.

Ini ide layak ditertawakan. 

Kalau utk tujuan unity lbh baik tanaman khas propinsi utk ditanam sbg simbol propinsi. Ini baru rasional & ada simbol berpikir serta ilmu pengetahuan.",neutral
"Pak 
@aniesbaswedan
 di undang kemah ke IKN ? Bawa tanah dan air juga? Nanya doang ya pak …",neutral
"sebagai orang sulawesi selatan, sy mohon Gubernur Sulsel tidak ikut2an ritual bawa air dan tanah dari sulsel utk IKN, takut ikutan syirik?
Lebih baik berdoa kpd Allah yg Maha Esa utk kebaikan IKN.tks",neutral
"Bangun IKN supaya ga Jawa sentris begitu kata BuzzeRP
Terus rubah Halal MUI ?
*#&$^£¥~€~√~?",neutral
Kasi thread donk msngenai sofbank dan ikn,neutral
Titik 0 IKN,neutral
"Yg lagi rame :
1. Logo Halal yg baru
2. Kemah IKN
3. Antrian Migor",neutral
"Semoga setelah berkemah di IKN, pak Jokowi bisa segera berkemah di Papua",neutral
"IKN perlu dana > Rp 500T!

Pemilu 2024 perlu dana Rp 100T

Karena kesulitan dana, mana yg harus ditunda?

IKN retwet & komen

Pemilu like",neutral
Jangan jangan ada penunggunya itu IKN..,neutral
"Softbank tau proposalnya tdk bersambut positif olh Indonesia, krn perbedaan prinsip dasar dlm bangun IKN. Pernyataan Softbank tdk jadi investasi itu sebenarnya semata safe facing strategy. Smtr proposal mrk tdk bebas dibuka ke umum krn ada ikatan Non-Disclosure Agreement (NDA).",neutral
Iya pak tapi ikn nya di sahkan dulu lalu anggaran nya berapa agar rakyat tahu,neutral
"Bukan adat istiadat kali bang, mungkin sekedar simbol kalo IKN milik orang se Indonesia, makanya bawa tanah dan air dari daerah masing masing..",neutral
Biar Gendruwo nye ngumpul di IKN Bro,neutral
Smoga pak Jokowi betah di IKN .jangan balik kejakarta lagi ya pak bikin susah rakyat harga kebutuhan meroket,neutral
"Dalam prosesi tersebut, Gubernur 
@KhofifahIP
  mengambil tanah Kedaton dan air dari sumber mata air Banyu Panguripan di Desa Pakis, Kecamatan Trowulan, Kabupaten Mojokerto. Rencananya, tanah dan air tersebut akan dibawa ke Ibu Kota Negara (IKN) Nusantara, Sepaku, Kalimantan Timur.",neutral
Jangan lupa buat kolam di ikn,neutral
Hahaha...aamiiinn. hrs k ikn dong?,neutral
"Ini sih kegiatan paling tolol, tinggal kirim pake paket selesai. Gak perlu hambur-hambur anggaran. Mending tuh buat beli semen bangun ikn",neutral
Silakan datang ke titiknol IKN untuk melihat Kendi Nusantara,neutral
"Siap Boss
Tapi paling tidak bicara urusan IKN ya jangan model pendapat pribadi saja/narasi, tapi dikuatkan dengan data biar tambah siiip",neutral
Tumben lu tuit soal Jokowi dan IKN. Biasanya tuit soal Anies yg Nirprestasi.,neutral
"Restribusi halal akan pindah ke kemenag, buat bikin kantor baru di ikn",neutral
"Ada yg bisa jelasin gak, apa manfaat presiden berkemah di IKN.?  nanya serius.",neutral
"TNI dilarang ngurusi kondisi politik khususnya perpindahan IKN
Agama dan politik hrs terpiaahkn, hingga Ulama tdk blh ceramah/dakwa dgn mengkritik rezim yg pemimpin dzolim

Free
Sholawat di gereja,ceramah di portitusi,yg bkn Ulama blh bicara agama Islam jk prlu lemahkn ahklak,dsb",neutral
Apakabar IKN?,neutral
lagi halu punya kos-kosan di IKN baru,neutral
"Dari nama IKN sampai logo halal, Jawaisasi.",neutral
"Kirain 
@PakkatDayak
  jadi kepala otorita ikn",neutral
"Skalian referendum persetujuan IKN dr rakyat mas. Tiap ambil keputusan voting aja, kan cepet kasih waktu 24 jam.",neutral
Rencana IKN baru wilayah tambang ...,neutral
Tapi IKN di Kalimantan,neutral
Setidaknya bise ngerasain bagaimana tidur di IKN...klw udah gak menjabat lg kn gak bisa ngerasain..,neutral
Nyinyir banget urusan IKN,neutral
ntar disangka IKN...,neutral
Seminggu lagi katanya mau kemah ke IKN mungkin jongos jongos istana akan diajak semua? Biar ada yg bagian ngetik dan Selfi Selfi,neutral
Pakaian adat IKN apaan ?,neutral
"Sibuk IKN aj #InetMahalSinyalGombal
#InetMahalSinyalGombal",neutral
Mau ngambil ikn tp jurnal-jurnal yang ngebahasny masih dikit,neutral
"Sepertinya takut dan dapat tekanan dari Ameriko. Biarpun bagaimana US tetap gak rela ikn terwujud. Kalau sampai terwujud bakal akan jadi pangkalan militer Chino. Bahaya buat kepentingan US. Haaahaa, Wallahu alam",neutral
Stasiun luar angkasa di IKN,neutral
"Lah wong laba bersih softbank saja drop 97%,, tahun kemarin gagal jual ARM ke Nvidia,  wework dan grab kini sahamnya jauh dibawah harga ipo nya. Masak mai nekat investasi di IKN.",neutral
Doi mau mampir ke IKN bwang,neutral
Kirain di IKN ini uni ?,neutral
Soft Bank Menyadari bahwa kelanjutkan IKN tergantung komitmen politik penguasa. Penguasa penggagas berakhir maka IKN berakhir. Tak heran Luhut minta perpanjangan masa jabatan presiden 3 tahun lagi.,neutral
"Punya barang di $PTPP sama $WIKA. Kepikiran juga ini gara2 SoftBank cabut dari IKN. Tapi positif thinking nya portfolio SoftBank emang lagi pada merah semua, lagi krisis juga internal mereka.",neutral
Terus apa alasannya fraksi Demokrat di DPR setuju UU IKN?,neutral
"Tenang...masih ada pemasukan dadakan kok dari aset affiliator judi yg tersita,, kalo satu orng 1 trilliun tinggal dikejar tuh 400 orng affiliator jadi deh dapat dana segar buat bangun IKN",neutral
"Lagi pada ngumpulin tuh dana dari para Affiliator judi, kalo satu orng 1 triliun ya tinggal cari 400 affiliator lumayan tuh bisa pake bikin IKN baru ya?",neutral
Akhir2 nya jual2 lahan di IKN,neutral
Mobil Esemka masuk IKN g min?,neutral
"kl dikirim ke IKN, gaji/tukin dinaikan ga sih?",neutral
"Ini dikaltim penghasil minyak sawit malah langka dmn""
Daerah sepaku IkN saja 2 liter 95rb",neutral
Itu trik isu yg bedar .. tpi targett ngegoolin . IKN projet Perumahan reall aestate ..   berselibung Ibukota  jalaan terusssss,neutral
bagi2 proyek IKN,neutral
Itu LBP sampai Ke Arab ngerayu MBS biar mau invest di IKN,neutral
"Tanda-tanda mundurnya beberapa #CalonInvestor yang akan membiayai IKN sdh nampak sejak desember 2021.
Nama Softbank dan UAE sebagai partisipan pada pembangunan IKN yang tidak lagi disebut, lalu manuver merayu Kerajaan Saudi Arabia menjadi tanda-tanda akan hal tsb.",neutral
Undang Bahas IKN punya beritanya ga ya?,neutral
"Itu masyarakat IKN,ktp nya khusus barkot",neutral
"Batalnya investasi ini pasti sdh SoftBank riset dgn hati2 dan teliti. Cm yg perlu diwaspadai, sbg perusahaan raksasa yg memiliki reputasi besar di dunia, langkah SoftBank ini sedikit banyak akan berpengaruh pd perusahaan2 lain yg mau inves di ikn jd mikir dua kali.",neutral
"Uang Rp 11,000 T dan uang sitaan Indera - Doni kayaknya sudah cukup buat modali IKN, kalau masih kurang juga kan bisa minta uang modal es doger yang Rp 7,1 M",neutral
Jepang sudah dikecewakan saat kereta cepat.. Dan wajar jepang mundur mungkin sakit ati  Ketika jepang menawarkan kereta cepat malah diberikan ke cina... Dan sekarang kita menawarkan inves IKN ke jepang jadinya apa ya..,neutral
Daripada kemah di İKN kemah depan mini market aja pak buat antri minyak goreng,neutral
Sisa waktu jabatan presiden utk ikn saja,neutral
"60.000 ASN & TNI Polri Harus pindah ke  IKN Nusantara akhir 2022(Sumber 
@tvindosiar
,12/3/2022)...
@marlina_idha
 @__Sridiana_3va",neutral
Kalau masalah IKN bagaimana pak?,neutral
"3 tahun masih kurang...
IKN perlu 20 tahun...",neutral
"KPK dibentuk untuk membangun Pemerintahan yang baik dan bersih atau Good Government dan Clean Governance. Jika benar sinyalemen bagi2 Kavling di IKN maka ini permulaan yang rumit dan  tantangan berat bagi KPK, karena berhadapan kekuasaan dan modal. KPK, to be or not to be.",neutral
"Yah sudahlah, kita lihat saja. Apa yang bisa dilakukan suku Dayak terhadap IKN dan pejabat yang telah dilantik.",neutral
Berita IKN masih simpang siur sebenarnya itu barang sdh ada apa belum sih kok heboh banget,neutral
Kalau 2024 yg terpilih dari kubu penolak IKN. Maka IKN jadi Kuncian Ketua Parpol utk nego kpd penguasa baru.,neutral
"Perpanjangan masa jabatan, kemungkinan ada kaitannya dengan IKN! Para investor butuh kepastian bahwa proyek ini bisa berhasil. Mereka tanya, jika Mr. J lengser 2024 apakah penggantinya punya komitmen yg sama? Semua terdiam dan sang Janggo berpikir keras!",neutral
"iyaa kak, sama sama

kalau mau beli tanah sama saya aja ya wjwk, barangkali ada kenalannya yg tertarik beli tanah disekitar ikn bisa hubungi saya aja wkwkkw",neutral
Saya rasa lebih bijak negara ini di bagi dua aja. Yang satu buat yang setuju pemilu di tunda dengan Ibu kota negara IKN yg baru. Kedua yg tidak setuju pemilu di tunda Ibu Kotanya tetap Jakarta. Biar polemik ini cepat selesai. Di dalam negara demokrasi boleh2 saja kan punya usul,neutral
Kalau gitu buat 5 IKN,neutral
"Mungkin Ada Tokoh Nja Nanti
Tapi Dibagian ,,,, Chief Security
Atau,,,, Kepala Kantin IKn",neutral
Di halaman depan koran Kompas 3-4x dalam seminggu pasti ada “artikel” ( adv?) ttg BIN — kegiatan vaksinasi atau promosi/dukungan tentang IKN.,neutral
Ya....apa kbar IKN..,neutral
"Mau Kemah dulu bu, di IKN sapa tau bisa normal kembali nanti 

#BukanUrusanSaya",neutral
Tokyo Bank Kabur ya dari Investor IKN ?,neutral
"Dalam arahannya, Presiden menginstruksikan jajaran Kementerian Agraria dan Tata Ruang/Badan Pertanahan Nasional (ATR/BPN) untuk segera menyelesaikan status kepemilikan tanah di kawasan IKN Nusantara.",neutral
"Kepala otoritanya dari ADB, Wakilnya dari Sinarmas.

Kira² IKN arahnya kemana ya?",neutral
"""Mau ikutan kemah di IKN boleh gak?""

*mlipir takut digetok*",neutral
Ntar malem kemping di IKN nih,neutral
"Baru IKN nih, nanti penundaan pemilu dan jokowi 3 periode, biasa ya golkar kompak...",neutral
Ini maksutnya ada pihak2 yg mengkavling tanah disana... dgn harapan nanti tanahnya dibebaskan oleh negara utk proyek IKN dan cuan gede gitu ya?,neutral
hrs nya di IKN..sekalian memperkenalkan ibukota br ke pembalap moto gp..,neutral
"Gimana keputusannya pak, apakah tugu monas jadi dipindahkan ke IKN ?",neutral
Asline opung lagi mumet masalah IKN dari sumber yg kredibel,neutral
